N DEPARTAMENTO;DEPARTAMENTO;N MUNUCIPIO;MUNICIPIO;GRUPO DE CULTIVO;SUBGRUPO DE CULTIVO;CULTIVO;A�O;PERIODO;Area sembrada;Area cosechada;Produccion [t];Rendimiento [t7ha];ESTADO FISICO PRODUCCION ;NOMBRE CIENTIFICO;CICLO DE CULTIVO
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;135;92;55;0.6;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;185;40;25;0.63;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;254;186;89;0.48;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;302;214;111;0.52;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;312;253;282;1.12;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;320;254;293;1.15;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;313;293;193;0.66;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,681;SAN PABLO DE BORBUR;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;305;281;175;0.62;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;600;600;360;0.6;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;550;550;330;0.6;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;492;454;292;0.64;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;594;473;293;0.62;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;75;35;36;1.03;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;93;0;0;;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;542;457;293;0.64;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;527;498;344;0.69;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;532;515;449;0.87;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;542;515;464;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;513;458;386;0.84;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,686;SANTANA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;517;484;417;0.86;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;10;5;5;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;16;15;15;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;10;5;5;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;8;8;7;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;8;6;4;0.7;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;8;6;5;0.75;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;3;2;1;0.56;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;4;3;2;0.61;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;4;3;3;0.82;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;4;3;3;0.85;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;7;6;4;0.67;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,690;SANTA MARIA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;7;6;4;0.69;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;9;7;8;1.14;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;11;8;8;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;9;8;8;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;15;9;9;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;14;6;5;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,696;SANTA SOFIA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;15;10;8;0.75;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,755;SOCOTA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;10;5;5;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,755;SOCOTA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;78;60;60;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,755;SOCOTA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;42;34;34;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,755;SOCOTA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;40;23;19;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,755;SOCOTA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;40;23;18;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;39;33;17;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;39;34;17;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;37;36;18;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;37;37;18;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;36;25;10;0.4;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;37;37;18;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;43;42;17;0.4;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;56;53;23;0.43;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;56;52;32;0.61;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;56;51;32;0.63;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;45;44;29;0.66;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,761;SOMONDOCO;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;45;44;27;0.62;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,774;SUSACON;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;6;5;3;0.6;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,774;SUSACON;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;23;19;11;0.6;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,774;SUSACON;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;8;6;6;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,774;SUSACON;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;8;6;6;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;4;4;2;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;15;15;17;1.1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;15;13;14;1.1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;18;12;13;1.1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;18;12;8;0.7;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,778;SUTATENZA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;31;4;5;1.2;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;62;60;54;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;63;62;56;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;63;63;56;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;57;57;45;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;57;52;42;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;38;38;19;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,798;TENZA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;71;62;56;0.9;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;750;700;700;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;678;580;580;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;660;640;640;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;670;640;640;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;686;656;555;0.85;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;700;680;544;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;669;521;317;0.61;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;619;530;349;0.66;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;625;574;549;0.96;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;626;564;558;0.99;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;597;536;451;0.84;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,816;TOGUI;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;597;548;472;0.86;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;216;200;140;0.7;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;102;93;65;0.7;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;82;73;37;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;30;16;8;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;30;15;8;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;33;27;20;0.75;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;178;170;109;0.64;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;173;164;114;0.69;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;171;161;130;0.81;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;137;126;106;0.84;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;85;75;50;0.66;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,832;TUNUNGUA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;66;56;35;0.62;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,842;UMBITA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;57;10;5;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,842;UMBITA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;107;50;25;0.5;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,842;UMBITA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;150;30;24;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,842;UMBITA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;150;30;24;0.8;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;919;854;640;0.75;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;916;916;870;0.95;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;928;879;571;0.65;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;983;898;584;0.65;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;983;827;520;0.63;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;966;813;511;0.63;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;1,049;843;539;0.64;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;1,093;923;639;0.69;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;1,146;987;978;0.99;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;1,181;997;1,022;1.02;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;1,164;1,047;882;0.84;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
15;BOYACA;15,897;ZETAQUIRA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;1,172;1,080;931;0.86;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;2,103;1,820;2,608;1.43;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;2,071;1,820;2,467;1.36;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;2,040;1,643;2,130;1.3;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;2,002;1,541;1,988;1.29;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;2,453;1,764;2,116;1.2;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;2,333;1,477;1,473;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;2,280;1,565;1,665;1.06;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;2,220;1,480;1,703;1.15;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;2,188;1,436;2,097;1.46;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;2,016;1,297;1,959;1.51;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;1,904;1,307;1,355;1.04;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,001;ARMENIA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;1,868;1,235;1,310;1.06;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;1,137;990;1,274;1.29;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;1,120;955;1,163;1.22;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;1,103;975;1,135;1.16;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;1,083;940;1,202;1.28;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;1,244;781;777;1;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;1,244;806;632;0.78;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,013;2013;1,198;845;719;0.85;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,014;2014;1,170;907;835;0.92;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,015;2015;1,156;952;1,076;1.13;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,016;2016;1,112;897;1,050;1.17;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,017;2017;1,066;708;728;1.03;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,111;BUENAVISTA;OTROS PERMANENTES;CAFE;CAFE;2,018;2018;1,013;734;771;1.05;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,007;2007;4,736;3,776;4,744;1.26;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,008;2008;4,664;3,711;4,410;1.19;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,009;2009;4,594;3,898;4,430;1.14;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,010;2010;4,509;3,624;3,825;1.06;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,011;2011;5,081;3,367;4,022;1.19;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
63;QUINDIO;63,130;CALARCA;OTROS PERMANENTES;CAFE;CAFE;2,012;2012;4,978;3,322;3,594;1.08;CAFE VERDE EQUIVALENTE;COFFEA ARABICA;PERMANENTE
