CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2012 0:00,mm,293.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2012 0:00,mm,214,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2012 0:00,mm,41.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2013 0:00,mm,124.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2013 0:00,mm,108.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2013 0:00,mm,161.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2013 0:00,mm,402.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2013 0:00,mm,214,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2013 0:00,mm,178.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2013 0:00,mm,41.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2013 0:00,mm,198.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2013 0:00,mm,107.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2013 0:00,mm,211.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2013 0:00,mm,167.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2013 0:00,mm,364.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2014 0:00,mm,123.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2014 0:00,mm,322.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2014 0:00,mm,197.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2014 0:00,mm,223,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2014 0:00,mm,364.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2014 0:00,mm,100.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2014 0:00,mm,137.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2014 0:00,mm,24.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2014 0:00,mm,213.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2014 0:00,mm,457,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2014 0:00,mm,274.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2014 0:00,mm,149.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2015 0:00,mm,127.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2015 0:00,mm,152.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2015 0:00,mm,190.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2015 0:00,mm,398,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2015 0:00,mm,260.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2015 0:00,mm,61,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2015 0:00,mm,53.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2015 0:00,mm,118.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2015 0:00,mm,121.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2015 0:00,mm,297.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2015 0:00,mm,241.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2015 0:00,mm,44.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2016 0:00,mm,95.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2016 0:00,mm,74.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2016 0:00,mm,307.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2016 0:00,mm,230.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2016 0:00,mm,231.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2016 0:00,mm,127.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2016 0:00,mm,77,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2016 0:00,mm,105.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2016 0:00,mm,269.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2016 0:00,mm,300.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2016 0:00,mm,255.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2016 0:00,mm,279.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2017 0:00,mm,88,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2017 0:00,mm,97.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2017 0:00,mm,392.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2017 0:00,mm,528.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2017 0:00,mm,308.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2017 0:00,mm,280.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2017 0:00,mm,114.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2017 0:00,mm,197.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2017 0:00,mm,251.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2017 0:00,mm,164.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2017 0:00,mm,425.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2017 0:00,mm,126.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2018 0:00,mm,272.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2018 0:00,mm,298.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2018 0:00,mm,321.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2018 0:00,mm,127.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2018 0:00,mm,129.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2018 0:00,mm,53.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2018 0:00,mm,324.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2018 0:00,mm,362.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2018 0:00,mm,306.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2018 0:00,mm,157.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2019 0:00,mm,183.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2019 0:00,mm,323.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2019 0:00,mm,371.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2019 0:00,mm,344.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2019 0:00,mm,352.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2019 0:00,mm,147.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2019 0:00,mm,87.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2019 0:00,mm,61.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2019 0:00,mm,236,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2019 0:00,mm,382,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2019 0:00,mm,307.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2019 0:00,mm,66.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2020 0:00,mm,21.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2020 0:00,mm,135.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2020 0:00,mm,315.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2020 0:00,mm,245,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2020 0:00,mm,298.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2020 0:00,mm,142.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2020 0:00,mm,168.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2020 0:00,mm,109.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2020 0:00,mm,255.9,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2020 0:00,mm,319.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2020 0:00,mm,318.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2020 0:00,mm,189.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2021 0:00,mm,48.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2021 0:00,mm,179.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2021 0:00,mm,470.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2021 0:00,mm,281,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2021 0:00,mm,464.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2021 0:00,mm,349,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2021 0:00,mm,258.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2021 0:00,mm,411.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2021 0:00,mm,234.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2021 0:00,mm,572.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2021 0:00,mm,353.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2021 0:00,mm,188.6,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2022 0:00,mm,75.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2022 0:00,mm,199.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2022 0:00,mm,543,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2022 0:00,mm,471.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2022 0:00,mm,364.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2022 0:00,mm,325.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2022 0:00,mm,246,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2022 0:00,mm,184.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2022 0:00,mm,307.7,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2022 0:00,mm,383.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2022 0:00,mm,577.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2022 0:00,mm,76.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2023 0:00,mm,263.1,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2023 0:00,mm,292.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2023 0:00,mm,406.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2023 0:00,mm,413.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2023 0:00,mm,277.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2023 0:00,mm,117.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2023 0:00,mm,266.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2023 0:00,mm,188.4,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2023 0:00,mm,152.8,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2023 0:00,mm,343.5,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2023 0:00,mm,204.2,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2023 0:00,mm,296.3,Definitivo
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,1/1/2024 0:00,mm,32.3,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,2/1/2024 0:00,mm,140.6,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,3/1/2024 0:00,mm,117.3,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,4/1/2024 0:00,mm,289.5,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,5/1/2024 0:00,mm,464,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,6/1/2024 0:00,mm,346,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,7/1/2024 0:00,mm,101.9,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,8/1/2024 0:00,mm,149.4,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,9/1/2024 0:00,mm,329.6,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,10/1/2024 0:00,mm,411,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,11/1/2024 0:00,mm,224.2,Preliminar
23120050,MUZO [23120050],PRECIPITACION,Precipitación total mensual,12/1/2024 0:00,mm,40.3,Preliminar
