CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2015 0:00,mm,24,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2015 0:00,mm,2,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2015 0:00,mm,47,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2015 0:00,mm,147,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2015 0:00,mm,114,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2015 0:00,mm,252,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2015 0:00,mm,239,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2015 0:00,mm,151,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2015 0:00,mm,80,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2015 0:00,mm,25,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2015 0:00,mm,47,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2015 0:00,mm,64,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2016 0:00,mm,0,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2016 0:00,mm,3,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2016 0:00,mm,60,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2016 0:00,mm,159,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2016 0:00,mm,207,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2016 0:00,mm,214,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2016 0:00,mm,229,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2016 0:00,mm,180,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2016 0:00,mm,150,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2016 0:00,mm,75,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2016 0:00,mm,133,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2016 0:00,mm,24,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2017 0:00,mm,42,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2017 0:00,mm,62,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2017 0:00,mm,120,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2017 0:00,mm,51,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2017 0:00,mm,199,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2017 0:00,mm,207,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2017 0:00,mm,181,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2017 0:00,mm,109,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2017 0:00,mm,117,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2017 0:00,mm,91,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2017 0:00,mm,36,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2017 0:00,mm,15,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2018 0:00,mm,14,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2018 0:00,mm,12,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2018 0:00,mm,63,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2018 0:00,mm,171,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2018 0:00,mm,188,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2018 0:00,mm,227,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2018 0:00,mm,208,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2018 0:00,mm,203,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2018 0:00,mm,126,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2018 0:00,mm,105,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2018 0:00,mm,25,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2018 0:00,mm,0,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2019 0:00,mm,30,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2019 0:00,mm,7,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2019 0:00,mm,19,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2019 0:00,mm,58,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2019 0:00,mm,159,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2019 0:00,mm,251,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2019 0:00,mm,181.8,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2019 0:00,mm,198,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2019 0:00,mm,77,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2019 0:00,mm,58,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2019 0:00,mm,32,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2019 0:00,mm,9,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2020 0:00,mm,8,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2020 0:00,mm,13,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2020 0:00,mm,30,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2020 0:00,mm,103,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2020 0:00,mm,173,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2020 0:00,mm,212,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2020 0:00,mm,183,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2020 0:00,mm,76,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2020 0:00,mm,102,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2020 0:00,mm,106,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2020 0:00,mm,93,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2020 0:00,mm,6,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2021 0:00,mm,22,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2021 0:00,mm,33,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2021 0:00,mm,113,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2021 0:00,mm,215,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2021 0:00,mm,255,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2021 0:00,mm,186,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2021 0:00,mm,161,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2021 0:00,mm,165,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2021 0:00,mm,114,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2021 0:00,mm,116,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2021 0:00,mm,94,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2021 0:00,mm,0,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2022 0:00,mm,0,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2022 0:00,mm,49,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2022 0:00,mm,78,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2022 0:00,mm,121,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2022 0:00,mm,207,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2022 0:00,mm,148,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2022 0:00,mm,220,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2022 0:00,mm,145,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2022 0:00,mm,101,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2022 0:00,mm,88,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2022 0:00,mm,95,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2022 0:00,mm,0,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2023 0:00,mm,38,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2023 0:00,mm,10,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2023 0:00,mm,146,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2023 0:00,mm,177,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2023 0:00,mm,142,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2023 0:00,mm,164,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2023 0:00,mm,229,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2023 0:00,mm,172,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2023 0:00,mm,108,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2023 0:00,mm,53,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2023 0:00,mm,63,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2023 0:00,mm,25,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,1/1/2024 0:00,mm,0.1,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,2/1/2024 0:00,mm,60,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,3/1/2024 0:00,mm,33,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,4/1/2024 0:00,mm,107,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,5/1/2024 0:00,mm,261.3,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,6/1/2024 0:00,mm,244,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,7/1/2024 0:00,mm,283,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,8/1/2024 0:00,mm,94,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,9/1/2024 0:00,mm,54.1,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,10/1/2024 0:00,mm,60,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,11/1/2024 0:00,mm,78,Preliminar
35070100,SOMONDOCO [35070100],PRECIPITACION,Precipitación total mensual,12/1/2024 0:00,mm,26,Preliminar
